tconst,primaryTitle,startYear,genres,averageRating,numVotes
tt21830836,house of spoils,2024,"Drama,Horror,Thriller",5.1,4394
tt6101602,madelines madeline,2018,Drama,6.3,4393
tt3882074,the eagle huntress,2016,"Adventure,Documentary,Sport",7.5,4389
tt33335602,maintenance required,2025,"Comedy,Romance",5.2,4389
tt22892896,ghislaine maxwell filthy rich,2022,"Crime,Documentary",6.1,4388
tt13729220,photocopier,2021,"Crime,Drama,Mystery",6.8,4384
tt11648514,narappa,2021,"Action,Drama",7.6,4382
tt6203570,mountain,2017,Documentary,7.2,4381
tt4685428,1 buck,2017,"Drama,Thriller",5.2,4381
tt4944658,the lighthouse of the whales,2016,"Biography,Drama,Romance",6.7,4380
tt10916102,bahut hua sammaan,2020,"Comedy,Crime,Drama",7.2,4379
tt6333056,city of ghosts,2017,"Documentary,War",7.4,4377
tt8743032,the silence of the marsh,2019,"Action,Drama,Mystery",5.0,4376
tt27539086,800,2023,"Biography,Sport",7.1,4375
tt22480126,berlin,2023,"Drama,Thriller",6.8,4375
tt5847286,shock wave,2017,"Action,Crime,Thriller",6.3,4373
tt8569206,little baby,2019,Family,3.6,4373
tt3732280,when angels sleep,2018,"Adventure,Drama,Horror",5.5,4372
tt11871074,girls to buy,2021,"Action,Crime,Drama",5.3,4371
tt30024043,the prosecutor,2024,"Action,Drama,Thriller",6.5,4370
tt28763074,dancing village the curse begins,2024,"Horror,Mystery,Thriller",5.7,4369
tt5980638,the transcendents,2018,"Music,Mystery,Thriller",6.4,4368
tt6218776,bridge of sleep,2016,"Crime,Drama",4.9,4367
tt5851904,the big bad fox and other tales,2017,"Adventure,Animation,Comedy",7.4,4367
tt25403492,1920 horrors of the heart,2023,"Drama,Horror",2.7,4366
tt7534068,the trouble with you,2018,"Comedy,Crime,Drama",6.2,4365
tt10964530,the furnace,2020,"Adventure,Drama,History",6.5,4365
tt9402676,door lock,2018,"Horror,Mystery,Thriller",6.4,4364
tt5309954,sadako vs kayako,2016,"Comedy,Horror",5.1,4361
tt1604560,clinton road,2019,"Horror,Mystery",3.0,4360
tt3424690,havenhurst,2016,"Horror,Mystery,Thriller",4.9,4360
tt6632018,the king tide,2023,Thriller,6.5,4360
tt9271408,uyare,2019,Drama,8.0,4356
tt11698800,enys men,2022,"Fantasy,Horror,Mystery",5.6,4352
tt15000314,green snake,2021,"Action,Adventure,Animation",6.8,4351
tt8748256,travel mates 2,2018,Comedy,5.8,4350
tt35684868,sirai,2025,Thriller,7.8,4350
tt6749318,speed kills,2018,"Action,Crime,Drama",4.4,4348
tt6772524,trouble,2019,"Adventure,Animation,Comedy",5.8,4345
tt7052270,arthur  merlin knights of camelot,2020,"Action,Adventure,History",3.3,4344
tt8484012,sword of trust,2019,"Comedy,Drama",6.3,4344
tt10126136,tribal get out alive,2020,"Action,Horror,Thriller",3.9,4344
tt10381014,the war below,2021,"Drama,History,War",6.5,4343
tt6197070,blood machines,2019,"Adventure,Music,Sci-Fi",6.1,4340
tt10934196,south wind 2 speed up,2021,"Crime,Drama,Thriller",6.3,4336
tt4211044,adult life skills,2016,"Comedy,Drama",6.3,4336
tt9392374,girl,2020,"Mystery,Thriller",4.9,4335
tt17677178,who invited them,2022,"Comedy,Horror",5.5,4334
tt7970348,the stand in,2020,"Comedy,Drama",4.7,4333
tt8951086,house of hummingbird,2018,Drama,7.4,4333
tt4262174,first girl i loved,2016,"Drama,Romance",6.1,4333
tt10805432,detention,2019,"Drama,Horror,Mystery",6.6,4331
tt9850064,children of the sea,2019,"Adventure,Animation,Fantasy",6.5,4329
tt19113292,missing the lucie blackman case,2023,"Crime,Documentary",6.4,4324
tt32828123,cloud,2024,"Action,Crime,Drama",6.5,4324
tt21378744,world war iii,2022,"Adventure,Crime,Drama",7.1,4324
tt3734354,the cleanse,2016,"Comedy,Drama,Fantasy",5.1,4324
tt34376523,subham,2025,"Comedy,Horror",7.2,4323
tt5843670,the stakelander,2016,"Drama,Horror",5.3,4323
tt7453418,nekrotronic,2018,"Action,Comedy,Drama",5.6,4322
tt29607491,hardcore never dies,2023,"Crime,Drama",6.8,4322
tt5873150,strong island,2017,"Crime,Documentary",6.4,4322
tt5608166,dashing through the snow,2023,"Comedy,Family,Fantasy",5.6,4321
tt15782570,you can live forever,2022,"Drama,Romance",6.8,4321
tt9110340,andhaghaaram,2020,"Horror,Mystery,Thriller",7.5,4321
tt8043306,teefa in trouble,2018,"Action,Comedy,Crime",7.0,4321
tt6318608,nightwatch demons are forever,2023,"Horror,Mystery,Thriller",5.8,4319
tt3182620,bitter harvest,2017,"Drama,History,Romance",6.0,4318
tt4467626,scare campaign,2016,Horror,5.9,4318
tt29274198,nunakuzhi,2024,"Comedy,Crime",6.8,4318
tt10521814,k12,2019,"Fantasy,Horror,Musical",6.5,4314
tt6224502,boarding school,2018,"Horror,Mystery,Thriller",5.9,4312
tt13483866,linoleum,2022,"Drama,Sci-Fi",6.5,4310
tt19315924,ranveer vs wild with bear grylls,2022,Documentary,6.5,4308
tt9305634,surge,2020,Thriller,6.2,4307
tt9617716,everybodys everything,2019,"Documentary,Music",7.5,4305
tt7843946,dilan 1990,2018,"Drama,Romance",7.1,4304
tt6344664,code geass lelouch of the resurrection,2019,"Action,Adventure,Animation",7.3,4304
tt14755038,lullaby,2022,Drama,7.1,4298
tt10319486,budapest heist,2020,"Action,Comedy",3.8,4298
tt4411234,slice,2018,"Comedy,Crime,Fantasy",4.6,4295
tt9648886,arab blues,2019,"Comedy,Drama",6.3,4295
tt5191238,dedemin fisi,2016,"Comedy,Family",5.5,4294
tt1553659,breath,2017,"Adventure,Drama,Romance",6.7,4294
tt5502766,phillauri,2017,"Comedy,Drama,Fantasy",6.1,4292
tt12404266,the last rifleman,2023,"Biography,Drama,War",6.8,4291
tt9845110,two of us,2019,"Drama,Romance",7.2,4287
tt6470924,berlin alexanderplatz,2020,"Crime,Drama,Thriller",6.9,4286
tt32206571,lorry chapter1,2024,"Action,Crime,Thriller",7.0,4286
tt23023596,malaikottai vaaliban,2024,"Action,Drama,Fantasy",5.9,4286
tt13438734,time is up,2021,"Drama,Romance",4.3,4286
tt13640946,malayankunju,2022,"Drama,Thriller",6.9,4285
tt11007444,tove,2020,"Biography,Drama",6.8,4282
tt9442842,in search of darkness a journey into iconic 80s horror,2019,"Documentary,History,Horror",8.0,4282
tt8884430,echo in the canyon,2018,"Documentary,Music",7.0,4282
tt4629266,born in china,2016,Documentary,7.2,4281
tt4523910,chicuarotes,2019,"Crime,Drama",6.8,4281
tt3302266,a perfect 14,2018,Documentary,5.8,4280
tt13363828,we need to do something,2021,"Horror,Mystery",4.5,4280
tt3923388,the call up,2016,"Action,Sci-Fi,Thriller",4.9,4279
tt11394318,the truffle hunters,2020,Documentary,7.3,4277
tt10492998,i hate summer,2020,Comedy,6.7,4277
tt14960854,swallowed,2022,"Horror,Thriller",5.3,4276
tt6301452,matriarch,2018,"Horror,Thriller",5.2,4276
tt28151876,yolo,2024,"Action,Comedy,Drama",6.9,4276
tt14032696,limbo,2021,"Crime,Drama,Thriller",7.1,4274
tt16156616,how to date billy walsh,2024,"Comedy,Romance",5.2,4274
tt10991188,world famous lover,2020,"Comedy,Drama,Romance",5.0,4274
tt6707906,odiyan,2018,"Action,Drama,Fantasy",5.2,4273
tt12969078,atkan chatkan,2020,"Drama,Musical",7.6,4271
tt5075584,lommbock,2017,Comedy,6.6,4271
tt7284204,summer 03,2018,"Comedy,Drama,Romance",5.5,4270
tt4898564,red devil,2019,"Comedy,Crime,Drama",3.6,4269
tt7313348,them that follow,2019,"Drama,Horror,Mystery",5.4,4268
tt30317302,bitconned,2024,Documentary,6.5,4267
tt30021427,ferry 2,2024,"Action,Crime,Drama",5.6,4267
tt10451312,the marco effect,2021,"Crime,Thriller",5.4,4267
tt7231194,rip,2018,"Comedy,Drama",8.2,4266
tt22058628,born to fly,2023,"Action,Drama",5.8,4265
tt32086034,holy cow,2024,"Comedy,Drama",7.0,4264
tt8758086,mercy black,2019,"Horror,Mystery,Thriller",4.9,4263
tt5039088,the transfiguration,2016,"Drama,Horror",6.1,4261
tt6118340,the basement,2018,Horror,4.0,4261
tt32214413,the wedding banquet,2025,"Comedy,Romance",6.3,4261
tt6009140,wedding unplanned,2017,"Comedy,Drama",6.1,4261
tt2275743,berlin i love you,2019,"Comedy,Drama,Romance",4.7,4259
tt11027288,beneath us all,2023,"Drama,Fantasy,Horror",3.6,4259
tt11316854,gabriels inferno part one,2020,Romance,5.8,4258
tt22497768,alkhallat,2022,"Comedy,Drama,Mystery",6.7,4257
tt8212958,fire will come,2019,"Crime,Drama",6.6,4257
tt35627915,being eddie,2025,"Biography,Documentary",6.9,4256
tt7530986,lady j,2018,"Drama,Romance",6.8,4256
tt19308034,jim henson idea man,2024,"Biography,Documentary",7.7,4255
tt19773302,jonah,2023,"Mystery,Sci-Fi,Thriller",5.7,4254
tt4351684,tar,2020,"Adventure,Horror,Thriller",3.8,4254
tt19783734,u are the universe,2024,"Comedy,Drama,Romance",7.9,4253
tt7584702,awake,2019,"Action,Adventure,Crime",5.0,4252
tt27110516,one more shot,2024,"Action,Thriller",5.4,4252
tt13380324,night shift,2023,"Horror,Thriller",5.5,4250
tt28970408,matti katha,2023,Family,6.4,4250
tt35520315,the age of disclosure,2025,Documentary,6.9,4249
tt32245043,inheritance,2024,"Comedy,Drama,Mystery",5.1,4247
tt7867360,abduction,2019,"Action,Horror,Sci-Fi",4.6,4246
tt10621032,lupin iii the first,2019,"Action,Adventure,Animation",6.9,4245
tt10375396,gods creatures,2022,Drama,6.0,4245
tt5084198,kizumonogatari part 3 reiketsu,2017,"Action,Animation,Drama",7.9,4242
tt14534796,mascarade,2022,"Comedy,Crime,Drama",6.4,4242
tt27480881,medal,2023,Action,7.5,4242
tt6163356,michael moore in trumpland,2016,"Comedy,Documentary",5.8,4240
tt4086018,charming,2018,"Adventure,Animation,Comedy",5.6,4239
tt13914000,republic,2021,"Action,Drama,Thriller",7.8,4238
tt16424988,your lucky day,2023,Thriller,5.9,4238
tt6053948,sundays illness,2018,Drama,6.9,4238
tt27590147,only the river flows,2023,"Crime,Drama,Mystery",6.6,4237
tt13242960,middle class melodies,2020,"Comedy,Drama,Romance",7.5,4237
tt13434562,a wounded fawn,2022,Horror,5.4,4232
tt5061360,promise at dawn,2017,"Biography,Drama,Romance",7.1,4232
tt21813994,fancy dance,2023,Drama,6.6,4231
tt4682136,the seagull,2018,"Comedy,Drama,Romance",5.8,4231
tt14404280,homunculus,2021,"Drama,Fantasy,Mystery",5.5,4231
tt10008784,bull,2019,Drama,6.3,4228
tt6438030,gangsta,2018,"Crime,Thriller",6.5,4222
tt13332610,kill plan,2021,Thriller,2.9,4222
tt11396226,mudhal nee mudivum nee,2022,"Drama,Fantasy,Romance",7.9,4219
tt11376010,people just do nothing big in japan,2021,"Comedy,Music",6.8,4218
tt30743549,the mouse trap,2024,"Comedy,Fantasy,Horror",2.4,4214
tt10883302,roberrt,2021,"Action,Comedy,Musical",5.9,4212
tt32411272,3bhk,2025,Drama,7.4,4212
tt15520020,four hours at the capitol,2021,"Crime,Documentary",7.5,4212
tt5200962,kadhalum kadandhu pogum,2016,"Comedy,Drama,Romance",7.5,4211
tt13067004,last summer,2021,"Drama,Romance",6.2,4210
tt5538704,bullyparade the movie,2017,Comedy,5.0,4210
tt7293920,the fare,2018,"Fantasy,Mystery,Romance",6.3,4209
tt9585676,body brokers,2021,"Drama,Thriller",6.3,4208
tt13245502,dj tillu,2022,"Action,Comedy,Romance",7.2,4208
tt20424130,mob land,2023,"Action,Crime,Thriller",5.4,4208
tt26763310,mangalavaaram,2023,"Action,Horror,Thriller",6.8,4204
tt4118606,the curse of sleeping beauty,2016,"Fantasy,Horror,Mystery",4.3,4204
tt9455468,pamfir,2022,"Action,Drama,Thriller",7.4,4203
tt9182964,the reckoning,2020,"Adventure,Drama,Horror",4.9,4201
tt13814704,dream,2023,"Comedy,Drama,Sport",6.5,4200
tt8880922,se upp för jönssonligan,2020,"Comedy,Crime",4.0,4199
tt14034614,nostalgia,2022,Drama,6.7,4195
tt3715152,shooting stars,2023,"Drama,Sport",6.5,4195
tt15411160,the year i started masturbating,2022,"Comedy,Drama",5.2,4195
tt12687276,kala,2021,"Action,Thriller",6.7,4195
tt14817952,older gods,2023,"Drama,Horror",4.8,4195
tt6054874,furious,2017,"Action,Drama,History",6.1,4194
tt28870064,tantiram,2023,"Fantasy,Horror,Mystery",6.8,4192
tt7435316,the glorias,2020,"Biography,Drama,History",6.1,4190
tt3625136,detours,2016,"Comedy,Drama",6.3,4190
tt8160262,el hijo,2019,"Drama,Mystery,Thriller",5.5,4190
tt6095984,point of no return,2018,"Action,Adventure,Thriller",5.3,4189
tt29482291,when fall is coming,2024,Drama,6.9,4185
tt10195452,american skin,2019,"Drama,Thriller",7.0,4182
tt11229780,infidel,2019,"Action,Thriller",5.6,4182
tt26743414,monsieur aznavour,2024,"Biography,Drama,Music",7.2,4178
tt7822440,kaali,2018,"Action,Drama",7.6,4176
tt7231546,kayamkulam kochunni,2018,"Action,Drama,History",6.8,4172
tt23988936,saali mohabbat,2024,"Drama,Thriller",7.2,4168
tt8737608,rams,2020,"Comedy,Drama",6.5,4164
tt5954088,commando 2,2017,"Action,Adventure,Thriller",5.5,4162
tt23476446,daaaaaali,2023,"Comedy,Drama",6.6,4162
tt11157934,modi ji ki beti,2022,"Comedy,Drama",6.5,4159
tt36741457,the big fake,2025,"Drama,History",6.6,4159
tt38466379,my father the btk killer,2025,"Crime,Documentary",6.2,4158
tt7628458,come on my son,2018,Drama,7.0,4157
tt21379574,running with the devil the wild world of john mcafee,2022,"Biography,Crime,Documentary",5.9,4156
tt27655241,heat is on,2023,Thriller,7.2,4156
tt9834506,post mortem,2020,"Horror,Mystery,Thriller",5.5,4155
tt13103212,irul,2021,"Horror,Mystery,Thriller",5.8,4154
tt5084196,kizumonogatari part 2 nekketsu,2016,"Action,Animation,Drama",7.6,4154
tt10345782,the catholic school,2021,Drama,5.6,4154
tt7510798,maari 2,2018,"Action,Comedy",5.7,4153
tt8591526,fremont,2023,Drama,6.9,4153
tt8431078,friendsgiving,2020,"Comedy,Drama",4.5,4151
tt6270640,the dare,2019,"Horror,Mystery,Thriller",5.1,4150
tt4058836,i spit on your grave deja vu,2019,"Horror,Thriller",2.4,4150
tt31951179,jongli,2025,"Action,Drama",7.0,4149
tt25808194,project silence,2023,"Action,Horror,Sci-Fi",5.4,4148
tt10247678,sensation,2021,"Mystery,Sci-Fi,Thriller",3.2,4148
tt5815944,tokyo ghoul,2017,"Action,Drama,Fantasy",5.7,4146
tt29343289,the bayou,2025,"Action,Horror,Thriller",4.1,4146
tt6175820,this crazy heart,2017,"Comedy,Drama",6.9,4144
tt4937114,rogue warrior robot fighter,2016,"Action,Sci-Fi",3.1,4144
tt6914542,the drug king,2018,"Action,Crime,Drama",6.2,4142
tt29704964,vidhi,2023,Crime,6.9,4140
tt9203832,fireball visitors from darker worlds,2020,Documentary,7.0,4139
tt7129926,like a cat on a highway,2017,Comedy,6.3,4135
tt8326824,madhuraraja,2019,"Action,Comedy,Drama",5.9,4135
tt2782844,billionaire ransom,2016,"Action,Adventure,Crime",5.5,4132
tt7546486,kayhan,2018,Comedy,2.2,4131
tt6613958,the bygone,2019,"Crime,Drama,Mystery",5.6,4131
tt6346162,newsies the broadway musical,2017,Musical,8.2,4130
tt13649700,crack cocaine corruption  conspiracy,2021,"Crime,Documentary,History",6.7,4129
tt11182994,zillion,2022,"Biography,Crime,Drama",7.2,4129
tt14813150,manodrome,2023,"Drama,Thriller",4.8,4128
tt7311164,cbi 5 the brain,2022,"Crime,Mystery,Thriller",5.6,4127
tt12839816,asalu em jarigindhante,2020,Drama,3.5,4125
tt12810902,the moderator,2022,"Action,Drama,Thriller",3.3,4124
tt9288748,my fathers dragon,2022,"Adventure,Animation,Comedy",6.5,4124
tt9204164,bigfoot family,2020,"Adventure,Animation,Family",5.8,4122
tt9421200,a perfect enemy,2020,"Drama,Thriller",5.5,4122
tt2155399,variações guardian angel,2019,"Biography,Drama,Music",7.1,4120
tt7755856,banana split,2018,Comedy,6.2,4118
tt4109242,terror eyes,2021,"Horror,Thriller",5.6,4118
tt29793197,a house on fire,2024,"Comedy,Drama",7.2,4116
tt8941422,the chaos class again,2019,Comedy,2.2,4115
tt12929738,london confidential,2020,"Crime,Drama,Thriller",5.9,4114
tt16211122,ayodhi,2023,"Action,Drama,Thriller",8.2,4114
tt6884200,a kid like jake,2018,Drama,5.6,4112
tt3037164,kills on wheels,2016,"Action,Comedy,Drama",7.1,4112
tt26315142,totem,2023,Drama,7.0,4110
tt7705790,tholiprema,2018,Romance,7.2,4109
tt14247286,four to dinner,2022,"Comedy,Romance",6.3,4109
tt13651858,safer at home,2021,"Crime,Drama,Horror",3.8,4107
tt11269026,mothers love,2022,Comedy,5.8,4105
tt11725680,most eligible bachelor,2021,"Drama,Romance",6.2,4104
tt3984356,only,2019,"Drama,Romance,Sci-Fi",5.1,4103
tt10311018,brothers keeper,2021,Drama,7.3,4102
tt10605812,the girl who killed her parents,2021,"Crime,Drama,Thriller",5.9,4100
tt8200742,silhouette,2019,"Drama,Horror,Thriller",4.0,4100
tt4680196,planetarium,2016,"Drama,Fantasy,Mystery",4.6,4100
tt6964076,pavarotti,2019,"Biography,Documentary,Music",7.5,4100
tt10342914,lair,2021,"Horror,Thriller",4.1,4099
tt31226981,sankrathiki vasthunam,2025,"Action,Comedy",6.1,4099
tt4372240,7852,2017,Documentary,7.3,4098
tt6467380,hind ka napak ko jawab,2017,"Action,Thriller",6.9,4097
tt8453986,the weasels tale,2019,"Comedy,Drama",7.2,4097
tt13702796,pacifiction,2022,"Drama,Thriller",6.3,4096
tt6679360,on vam ne dimon,2017,Documentary,8.7,4096
tt36499994,two worlds one wish,2025,"Drama,Romance",6.2,4095
tt32308382,purushothamudu,2024,Action,5.9,4093
tt15234108,networker baire,2021,"Adventure,Drama,Romance",7.9,4093
tt6046314,bel canto,2018,"Drama,Music,Romance",5.5,4093
tt8091892,fatestay night heavens feel ii lost butterfly,2019,"Action,Adventure,Animation",8.0,4093
tt5041296,muse,2017,"Fantasy,Horror,Mystery",5.4,4092
tt8945942,centigrade,2020,"Drama,Thriller",4.4,4092
tt29142525,tell them you love me,2023,Documentary,6.9,4092
tt7215388,the china hustle,2017,Documentary,7.1,4091
tt6009104,black tide,2018,"Crime,Drama,Mystery",6.3,4091
tt31624258,hijack 1971,2024,"Action,Crime,Thriller",6.8,4090
tt15485390,operation napoleon,2023,"Action,Adventure,Thriller",6.1,4090
tt4993964,full speed,2016,"Action,Comedy",5.8,4089
tt20672356,semmelweis,2023,"Biography,Drama,History",6.8,4087
tt27721490,tornado,2025,"Action,Drama,Thriller",5.5,4085
tt6262764,rip tide,2017,"Drama,Family",5.5,4083
tt5477194,iraivi,2016,"Crime,Drama",8.0,4083
tt8975028,american hangman,2019,"Crime,Mystery,Thriller",5.9,4082
tt2597804,dont make me go,2022,Drama,6.7,4081
tt1002563,the young messiah,2016,"Drama,Fantasy",5.7,4080
tt7531138,only you,2018,"Drama,Romance",6.7,4080
tt27550504,plainclothes,2025,"Drama,Romance,Thriller",7.1,4079
tt15181326,dead mans wire,2025,"Biography,Crime,Drama",6.6,4079
tt7610196,do women have a higher sex drive,2018,Documentary,5.6,4078
tt11102262,cadaver,2022,"Crime,Drama,Mystery",6.6,4078
tt2304637,flag day,2021,"Crime,Drama",5.5,4076
tt7336572,big brother,2018,"Action,Comedy,Drama",6.3,4075
tt13846542,squared love,2021,"Comedy,Romance",5.1,4074
tt7669768,a fathers diary,2021,Drama,5.8,4074
tt6978268,omerta,2017,"Action,Biography,Crime",7.1,4074
tt4725842,girls with balls,2018,"Comedy,Horror",4.0,4073
tt33949346,maargan,2025,"Crime,Thriller",6.8,4073
tt21257152,make me believe,2023,"Comedy,Romance",5.7,4073
tt5706370,three christs,2017,Drama,6.3,4071
tt4647900,i am bolt,2016,"Biography,Documentary,Sport",7.1,4071
tt22010586,capturing the killer nurse,2022,"Crime,Documentary",6.4,4070
tt2542852,downtown owl,2023,"Comedy,Drama",4.9,4069
tt27171776,yaathisai,2023,"Action,Drama,History",7.1,4069
tt17633634,bosco,2024,"Drama,Thriller",5.4,4066
tt7160176,the fortress,2017,"Action,Drama,History",6.8,4066
tt11143400,dikkiloona,2021,"Comedy,Romance,Sci-Fi",7.2,4065
tt26304178,odessa,2025,"Drama,Music,Musical",5.0,4063
tt4359330,cross the line,2020,"Drama,Thriller",6.2,4062
tt4459156,55 steps,2017,"Biography,Drama",7.0,4061
tt11176322,paydirt,2020,"Crime,Thriller",3.9,4061
tt14077696,maixabel,2021,"Biography,Drama",7.1,4059
tt33381920,you are the apple of my eye,2024,"Comedy,Drama,Romance",6.6,4058
tt7201846,cyrano my love,2018,"Comedy,Drama,History",7.3,4057
tt3717804,england is mine,2017,"Biography,Drama,Music",5.8,4057
tt34500787,dear krishna,2025,Drama,7.9,4055
tt33396241,100 crores,2024,Action,4.8,4054
tt8844062,tomorrows today,2021,"Comedy,Drama,Romance",5.5,4050
tt4365518,sand storm,2016,Drama,6.8,4049
tt13299052,khiladi,2022,"Action,Crime,Thriller",5.2,4047
tt30766582,screamboat,2025,"Comedy,Horror",4.1,4046
tt3958780,equity,2016,Drama,5.6,4045
tt27757546,diablo,2025,"Action,Thriller",5.7,4044
tt24082488,the eternal memory,2023,Documentary,7.4,4042
tt27611340,bachhala malli,2024,"Action,Drama,Romance",8.1,4042
tt13535920,both sides of the blade,2022,"Drama,Romance,Thriller",6.1,4042
tt10551608,thanneermathan dinangal,2019,"Comedy,Romance",7.8,4040
tt7720142,assassin club,2023,"Action,Thriller",4.7,4040
tt12032938,muddy,2021,"Action,Thriller",6.1,4039
tt5717194,disturbing the peace,2020,"Action,Thriller",3.4,4038
tt9109976,psycho,2020,"Crime,Thriller",6.2,4038
tt6220752,pledge,2018,"Horror,Mystery,Thriller",5.4,4038
tt14586118,driving madeleine,2022,"Comedy,Drama",7.2,4037
tt7130916,dicks the musical,2023,"Comedy,Musical",5.3,4036
tt6215910,görümce,2016,"Comedy,Romance",5.1,4035
tt0498396,the twits,2025,"Adventure,Animation,Comedy",4.7,4035
tt5843850,kings,2017,"Crime,Drama,Romance",5.1,4034
tt6539992,embattled,2020,"Action,Drama,Sport",6.5,4033
tt6671244,wij,2018,Drama,5.6,4033
tt9359344,te quiero imbécil,2020,Comedy,5.9,4032
tt7986222,kolamavu kokila,2018,"Comedy,Crime,Drama",7.3,4031
tt9522080,papicha,2019,Drama,7.1,4031
tt8806104,the dead center,2018,"Horror,Mystery,Thriller",5.8,4030
tt4273562,yugioh the dark side of dimensions,2016,"Adventure,Animation,Drama",6.8,4029
tt10559102,supercell,2023,"Action,Adventure,Drama",4.4,4029
tt16731908,a brighter tomorrow,2023,"Comedy,Drama",6.7,4028
tt5804948,with open arms,2017,Comedy,5.5,4027
tt11203022,sex appeal,2022,"Comedy,Drama,Romance",5.4,4027
tt26569323,the mill,2023,"Drama,Mystery,Sci-Fi",5.4,4027
tt13466166,saani kaayidham,2022,"Action,Crime,Drama",7.4,4020
tt3491962,outlaws and angels,2016,"Action,Drama,Thriller",5.4,4019
tt4205718,intersect,2020,"Horror,Sci-Fi,Thriller",3.5,4019
tt13055982,savage salvation,2022,"Action,Thriller",4.8,4019
tt6212496,mr roosevelt,2017,Comedy,6.2,4017
tt7535666,retrocausality,2019,"Drama,Romance",3.5,4016
tt5457722,brahmotsavam,2016,"Drama,Romance",4.0,4014
tt10314548,heart of champions,2021,"Drama,Sport",6.1,4009
tt7248248,lucky day,2019,"Action,Comedy,Crime",5.1,4008
tt3748918,to your last death,2019,"Action,Animation,Fantasy",5.8,4005
tt9434968,one love two lives,2019,"Drama,Romance",6.1,4005
tt1318523,the unhealer,2020,"Fantasy,Horror,Sci-Fi",5.3,4003
tt22042346,2073,2024,"Documentary,Sci-Fi,Thriller",5.1,4003
tt7479784,the bold the corrupt and the beautiful,2017,"Drama,Mystery,Thriller",7.3,4002
tt7052244,robin hood the rebellion,2018,"Action,Adventure,History",3.3,4002
tt4360094,a place in the caribbean,2017,"Drama,Romance",5.7,4001
tt14599938,sweet  sour,2021,"Comedy,Romance",6.6,4001
tt11350284,400 bullets,2021,Action,3.8,3999
tt3996396,yatra,2018,"Biography,Drama,History",7.6,3999
tt8027322,the joke thief,2018,Drama,5.6,3998
tt10735202,helen,2019,"Drama,Thriller",7.7,3998
tt32402578,pogumidam vegu thooramillai,2024,Mystery,7.3,3997
tt8902948,tigertail,2020,Drama,6.6,3996
tt5851014,savage dog,2017,"Action,Drama",5.0,3995
tt34442678,bhairavam,2025,Action,4.5,3995
tt12648266,accused,2023,Thriller,6.3,3994
tt32728672,kaalam raasina kathalu,2024,Drama,8.6,3994
tt3655972,the olive tree,2016,"Comedy,Drama",6.8,3993
tt22001978,odum kuthira chadum kuthira,2025,"Comedy,Romance",5.2,3993
tt11230868,kappela,2020,"Comedy,Drama,Romance",7.5,3993
tt11188154,wework or the making and breaking of a 47 billion unicorn,2021,Documentary,6.6,3992
tt21448540,baby ruby,2022,"Drama,Horror,Thriller",4.7,3992
tt5463510,lantouri,2016,"Action,Crime,Drama",6.4,3989
tt11697690,the woman who ran,2020,Drama,6.7,3987
tt8116640,go karts,2020,"Family,Sport",5.9,3985
tt27837387,unknown the lost pyramid,2023,"Documentary,History",6.7,3985
tt4537888,the monster project,2017,"Horror,Mystery,Thriller",4.5,3985
tt13701962,a california christmas city lights,2021,"Comedy,Drama,Romance",5.6,3984
tt11358166,some kind of heaven,2020,Documentary,7.2,3984
tt13562940,dial 100,2021,"Action,Thriller",5.9,3983
tt4881578,zappa,2020,"Biography,Documentary,History",7.5,3983
tt11040762,alice,2022,"Crime,Drama,Thriller",5.7,3981
tt4929038,the ornithologist,2016,"Adventure,Drama,Mystery",6.3,3981
tt5061162,the teacher,2016,"Comedy,Drama",7.2,3981
tt7027092,budapest,2018,Comedy,5.5,3978
tt18092672,gold run,2022,"Drama,Thriller,War",6.6,3976
tt3104956,the good house,2021,"Comedy,Drama",6.4,3975
tt8088944,the chase,2017,"Crime,Drama,Mystery",6.6,3974
tt5335314,one step behind the seraphim,2017,Drama,8.1,3973
tt15248702,catwoman hunted,2022,"Action,Animation,Crime",5.6,3973
tt5273624,journey to the west the demons strike back,2017,"Adventure,Comedy,Fantasy",5.5,3972
tt15446834,aseq,2022,"Drama,Horror",5.3,3968
tt35520290,the baltimorons,2025,"Comedy,Drama,Romance",6.9,3968
tt11086194,thankam,2023,"Crime,Drama",7.1,3966
tt30319830,skywalkers a love story,2024,Documentary,7.1,3966
tt4682708,we are the flesh,2016,"Drama,Fantasy,Horror",4.7,3965
tt30319516,good one,2024,Drama,6.7,3964
tt2420124,wendy,2020,"Drama,Fantasy,Thriller",5.7,3962
tt7434324,low tide,2019,"Drama,Thriller",6.3,3962
tt7711342,agnyaathavaasi prince in exile,2018,"Action,Drama",4.3,3962
tt26452781,marked men,2025,Romance,5.2,3962
tt9128686,the pool,2018,"Action,Drama,Horror",5.2,3961
tt9075008,effigy poison and the city,2019,"Crime,History",7.2,3960
tt11193002,the stranger by the beach,2020,"Animation,Drama,Romance",7.2,3958
tt11191356,dear future children,2021,"Biography,Documentary",7.4,3957
tt6668220,stoker hills,2020,"Crime,Horror,Mystery",4.2,3952
tt8367184,the wedding year,2019,"Comedy,Romance",5.6,3952
tt21156390,the starling girl,2023,"Drama,Romance",6.7,3952
tt9288726,mama weed,2020,"Comedy,Crime,Drama",6.3,3949
tt6255230,clown motel spirits arise,2019,Horror,2.9,3949
tt4335650,carnage park,2016,"Action,Crime,Horror",4.9,3949
